197.862, 128.803, 8.333, 18.668 False
197.585, 128.810, 8.333, 18.701 False
197.307, 128.817, 8.333, 18.734 False
197.029, 128.825, 8.333, 18.767 False
196.752, 128.832, 8.333, 18.800 False
196.474, 128.840, 8.333, 18.833 False
196.197, 128.847, 8.333, 18.866 False
195.919, 128.855, 8.333, 18.899 False
195.641, 128.862, 8.333, 18.932 False
195.364, 128.870, 8.333, 18.965 False
195.086, 128.877, 8.333, 18.998 False
194.808, 128.885, 8.333, 19.031 False
194.531, 128.893, 8.333, 19.064 False
194.253, 128.900, 8.333, 19.097 False
193.975, 128.908, 8.333, 19.130 False
193.698, 128.916, 8.333, 19.163 False
193.420, 128.923, 8.333, 19.196 False
193.142, 128.931, 8.333, 19.229 False
192.865, 128.939, 8.333, 19.262 False
192.587, 128.947, 8.333, 19.295 False
192.309, 128.955, 8.333, 19.328 False
192.032, 128.963, 8.333, 19.361 False
191.754, 128.971, 8.333, 19.394 False
191.476, 128.978, 8.333, 19.427 False
191.199, 128.986, 8.333, 19.460 False
190.921, 128.994, 8.333, 19.493 False
190.643, 129.002, 8.333, 19.526 False
190.366, 129.010, 8.333, 19.559 False
190.088, 129.018, 8.333, 19.592 False
189.810, 129.026, 8.333, 19.625 False
189.533, 129.034, 8.333, 19.658 False
189.255, 129.042, 8.333, 19.691 False
188.977, 129.050, 8.333, 19.724 False
188.700, 129.058, 8.333, 19.757 False
188.422, 129.066, 8.333, 19.790 False
188.144, 129.074, 8.333, 19.823 False
187.867, 129.082, 8.333, 19.856 False
187.589, 129.090, 8.333, 19.889 False
187.311, 129.098, 8.333, 19.922 False
187.034, 129.106, 8.333, 19.955 False
186.756, 129.113, 8.333, 19.988 False
186.479, 129.121, 8.333, 20.021 False
186.201, 129.129, 8.333, 20.054 False
185.923, 129.137, 8.333, 20.087 False
185.646, 129.145, 8.333, 20.120 False
185.368, 129.153, 8.333, 20.153 False
185.090, 129.161, 8.333, 20.186 False
184.813, 129.168, 8.333, 20.219 False
184.535, 129.176, 8.333, 20.252 False
184.257, 129.184, 8.333, 20.285 False
183.980, 129.192, 8.333, 20.318 False
183.702, 129.199, 8.333, 20.351 False
183.424, 129.207, 8.333, 20.384 False
183.147, 129.215, 8.333, 20.417 False
182.869, 129.222, 8.333, 20.450 False
182.591, 129.230, 8.333, 20.483 False
182.314, 129.238, 8.333, 20.516 False
182.036, 129.245, 8.333, 20.549 False
181.758, 129.253, 8.333, 20.582 False
181.481, 129.260, 8.333, 20.615 False
181.203, 129.268, 8.333, 20.648 False
180.925, 129.275, 8.333, 20.681 False
180.648, 129.282, 8.333, 20.714 False
180.370, 129.290, 8.333, 20.747 False
180.092, 129.297, 8.333, 20.780 False
179.815, 129.304, 8.333, 20.813 False
179.537, 129.312, 8.333, 20.846 False
179.259, 129.319, 8.333, 20.879 False
178.982, 129.326, 8.333, 20.912 False
178.704, 129.333, 8.333, 20.945 False
178.426, 129.340, 8.333, 20.978 False
178.149, 129.347, 8.333, 21.011 False
177.871, 129.354, 8.333, 21.044 False
177.593, 129.361, 8.333, 21.077 False
177.316, 129.368, 8.333, 21.110 False
177.038, 129.375, 8.333, 21.143 False
176.760, 129.382, 8.333, 21.176 False
176.483, 129.388, 8.333, 21.209 False
176.205, 129.395, 8.333, 21.242 False
175.927, 129.402, 8.333, 21.275 False
175.650, 129.409, 8.333, 21.308 False
175.372, 129.415, 8.333, 21.341 False
175.094, 129.422, 8.333, 21.374 False
174.816, 129.428, 8.333, 21.407 False
174.539, 129.434, 8.330, 21.440 False
174.262, 129.441, 8.305, 21.473 False
173.987, 129.447, 8.246, 21.506 False
173.715, 129.453, 8.157, 21.539 False
173.447, 129.459, 8.043, 21.572 False
173.183, 129.465, 7.909, 21.605 False
172.924, 129.471, 7.762, 21.638 False
172.670, 129.476, 7.603, 21.671 False
172.422, 129.481, 7.435, 21.704 False
172.180, 129.486, 7.263, 21.737 False
171.943, 129.491, 7.086, 21.770 False
171.712, 129.496, 6.908, 21.803 False
171.487, 129.500, 6.732, 21.836 False
171.268, 129.504, 6.564, 21.869 False
171.053, 129.508, 6.406, 21.902 False
170.844, 129.512, 6.264, 21.935 False
